pr_number,title,url,status,created_at,merged_at,closed_at,labels,component,num_commits,additions,deletions,changed_files,review_comments_count,days_open,reviewers,related_issues,summary,potential_rationale,category,change_type
31864,doc: add missing copyright headers,https://github.com/bitcoin/bitcoin/pull/31864,merged,2025-02-14T15:44:40Z,2025-05-20T11:18:46Z,2025-05-20T11:18:47Z,Docs,Docs,4,40,17,14,6,94,i-am-yuvi;l0rinc;willcl-ark,,Adds missing copyright headers to various files and removes some obsolete documentation and code.,"This likely helps ensure proper legal compliance and code attribution, which may be important for a project like Bitcoin Core that needs clear licensing. Removing obsolete content appears to help maintain code cleanliness.",docs,cleanup
31865,build: move `rpc/external_signer` to node library,https://github.com/bitcoin/bitcoin/pull/31865,merged,2025-02-14T15:45:13Z,2025-02-14T22:32:36Z,2025-02-14T22:32:36Z,Build system,Build system,1,1,4,2,0,0,TheCharlatan;hebasto,,Moves the RPC external signer functionality from the common library to the node library and removes a dependency check suppression.,This appears to improve the organization of code modules by placing external signer RPC functionality in a more appropriate library location. This may help with build efficiency and clearer separation of concerns in the codebase.,build,refactor
31892,build: remove ENABLE_HARDENING condition from check-security,https://github.com/bitcoin/bitcoin/pull/31892,merged,2025-02-17T17:13:11Z,2025-02-18T15:37:35Z,2025-02-18T15:37:35Z,Build system,Build system,1,5,9,1,0,0,TheCharlatan;hebasto,,Removes a conditional check that would skip security hardening verification in release builds.,This likely strengthens security by ensuring that hardening checks always run in release builds rather than being silently skipped. This may help prevent accidentally shipping releases without proper security hardening enabled.,build,bugfix
31982,scripted-diff: rename libmultiprocess repository,https://github.com/bitcoin/bitcoin/pull/31982,merged,2025-03-04T11:33:49Z,2025-03-05T14:24:18Z,2025-03-05T14:24:18Z,Refactoring,,1,7,7,3,0,1,hebasto,,Renames references to the libmultiprocess repository in preparation for moving it to the bitcoin-core organization.,"This appears to be organizational housekeeping that may help consolidate Bitcoin Core related repositories under a single organization, likely improving project management and visibility.",build,refactor
31983,build: don't show ccache summary with MSVC,https://github.com/bitcoin/bitcoin/pull/31983,merged,2025-03-04T11:47:57Z,2025-03-05T09:54:33Z,2025-03-05T09:54:33Z,Build system,Build system,1,2,0,1,2,0,hebasto,31771,Prevents ccache summary information from being displayed when building with MSVC compiler.,"This likely fixes misleading build configuration output on Windows builds using MSVC, where ccache isn't actually being used. This may help developers avoid confusion about their build setup.",build,bugfix
31993,ci: use LLVM 20.1.0 for MSAN,https://github.com/bitcoin/bitcoin/pull/31993,merged,2025-03-05T10:52:50Z,2025-03-06T17:20:07Z,2025-03-06T17:20:07Z,Tests,Tests,1,1,1,1,0,1,,,Updates the continuous integration system to use the official LLVM 20.1.0 release instead of the release candidate version for Memory Sanitizer (MSAN) testing.,"This likely ensures more stable and reliable testing infrastructure by using the final LLVM release, which may help catch memory-related bugs more effectively during development.",tests,cleanup
31996,doc: link to benchcoin over bitcoinperf,https://github.com/bitcoin/bitcoin/pull/31996,merged,2025-03-05T13:59:44Z,2025-03-08T10:47:18Z,2025-03-08T10:47:18Z,Docs,Docs,1,1,3,1,0,2,hebasto;laanwj,,Updates documentation to link to the benchcoin repository instead of bitcoinperf for Bitcoin Core benchmarking tools.,"This appears to direct developers to the currently maintained benchmarking tool, which may help ensure performance testing remains effective as the project evolves.",docs,docs
31997,doc: update location of minisketch repository,https://github.com/bitcoin/bitcoin/pull/31997,merged,2025-03-05T14:14:52Z,2025-03-05T14:49:57Z,2025-03-05T14:49:57Z,Docs,Docs,1,2,2,2,0,0,hebasto;theStack,,Updates documentation to reflect that the minisketch repository has moved to a new location under bitcoin-core organization.,"This likely ensures developers can find the correct repository for the minisketch library, which may be important for understanding or contributing to Bitcoin's transaction relay optimizations.",docs,docs
31998,depends: patch around PlacementNew issue in capnp,https://github.com/bitcoin/bitcoin/pull/31998,merged,2025-03-05T15:13:02Z,2025-03-13T00:52:47Z,2025-03-13T00:52:47Z,Build system,Build system,1,76,0,2,2,7,TheCharlatan;ryanofsky,31772;29796;31772,Applies a patch to work around a PlacementNew issue in the capnp (Cap'n Proto) dependency used in the build system.,"This likely resolves build failures that could prevent developers from compiling Bitcoin Core, which may be essential for maintaining cross-platform compatibility and development workflow continuity.",build,bugfix
32000,Update minisketch subtree to d1e6bb8bbf8ef104b9dd002cab14a71b91061177,https://github.com/bitcoin/bitcoin/pull/32000,merged,2025-03-05T15:39:03Z,2025-03-07T12:38:12Z,2025-03-07T12:38:12Z,,,2,3,3,2,0,1,hebasto,,"Updates the minisketch subtree to a newer commit, incorporating upstream changes from the minisketch library.","This likely brings bug fixes or improvements to the minisketch implementation, which may help optimize Bitcoin's transaction relay efficiency and reduce bandwidth usage in the peer-to-peer network.",other,cleanup
32002,doc: add note to Windows build about stripping bins,https://github.com/bitcoin/bitcoin/pull/32002,merged,2025-03-05T16:54:44Z,2025-03-08T11:44:06Z,2025-03-08T11:44:06Z,Docs;Windows,Docs,1,12,3,1,8,2,hebasto;hodlinator,30593;30593,Adds documentation note to Windows build instructions about using the --strip flag to reduce binary size from nearly 500mb when debug info is included.,"This likely helps Windows developers and users manage disk space more efficiently, as Bitcoin Core binaries with debug symbols can become extremely large and may be impractical for regular use.",docs,docs
32003,doc: remove note about macOS self-signing,https://github.com/bitcoin/bitcoin/pull/32003,merged,2025-03-05T17:21:59Z,2025-03-06T18:00:35Z,2025-03-06T18:00:35Z,Docs,Docs,1,0,7,1,0,1,luke-jr,31407,Removes documentation note about macOS self-signing as a followup to a previous pull request.,This appears to be cleanup work that may simplify the build process for macOS users by removing outdated or unnecessary signing requirements that were addressed in a previous change.,docs,cleanup
32009,contrib: turn off compression of macOS SDK to fix determinism (across distros),https://github.com/bitcoin/bitcoin/pull/32009,merged,2025-03-06T16:23:34Z,2025-11-27T15:03:54Z,2025-11-27T15:03:54Z,Scripts and tools,,3,23,26,4,15,265,l0rinc;stickies-v,31873,Modifies the macOS SDK tarball creation to be more selective about included files and removes compression to fix determinism issues across different Linux distributions.,"This likely helps ensure reproducible builds across different development environments, which may be important for Bitcoin's security model where build determinism helps verify that binaries haven't been tampered with.",build,bugfix
32038,depends: remove `NO_HARDEN` option,https://github.com/bitcoin/bitcoin/pull/32038,merged,2025-03-12T12:06:11Z,2025-03-14T03:02:26Z,2025-03-14T03:02:27Z,Build system,Build system,1,4,21,5,0,1,laanwj,,"Removes the NO_HARDEN option from the depends build system, which was previously needed to work around a Windows-specific issue that no longer occurs.","This likely strengthens Bitcoin Core's security posture by removing a carveout that disabled hardening features, and may simplify the build system by eliminating code that works around obsolete issues.",build,cleanup
32081,depends: patch Qt rounding bugs,https://github.com/bitcoin/bitcoin/pull/32081,closed,2025-03-17T08:14:35Z,,2025-04-02T06:43:44Z,Build system,Build system,1,102,0,2,0,15,ryanofsky,29796,Patches Qt rounding bugs that were causing runtime failures in 32-bit Clang GUI wallet tests when compiled with -O0 optimization.,This likely improves the reliability of Bitcoin Core's GUI wallet functionality on 32-bit systems and may help developers who need to build with debug optimization levels for testing or development purposes.,build,bugfix
32226,ci: switch to LLVM 20 in tidy job,https://github.com/bitcoin/bitcoin/pull/32226,merged,2025-04-06T00:00:39Z,2025-04-23T12:36:05Z,2025-04-23T12:36:05Z,Tests,Tests,2,17,17,12,5,17,hebasto;l0rinc,,Updates the continuous integration tidy job to use LLVM version 20 instead of an older version.,"This likely helps ensure Bitcoin Core is tested against the latest LLVM toolchain, which may provide better static analysis capabilities and help catch potential code issues earlier in development.",tests,test
32252,[29.x] doc: minor rel notes changes,https://github.com/bitcoin/bitcoin/pull/32252,merged,2025-04-11T15:04:58Z,2025-04-11T15:20:17Z,2025-04-11T15:20:17Z,Backport,,1,0,103,2,0,0,Jacksdad2015;janb84;jonatack,,"Makes minor documentation changes to release notes for the 29.x branch, removing unused headers and empty templates.",This appears to be routine maintenance that may help streamline the release process and ensure documentation templates are properly structured for point releases.,docs,cleanup
32288,ci: drop -priority-level from bench in win cross CI,https://github.com/bitcoin/bitcoin/pull/32288,merged,2025-04-16T15:32:26Z,2025-04-17T10:34:42Z,2025-04-17T10:34:42Z,Tests,Tests,1,1,1,1,8,0,hebasto;mabu44,32277,Removes the priority-level flag from benchmark testing in Windows cross-compilation CI to ensure all benchmarks are tested.,"This likely helps improve test coverage by ensuring that all performance benchmarks are validated in CI, which may help catch performance regressions across the full benchmark suite.",tests,test
32292,[29.x] Backports,https://github.com/bitcoin/bitcoin/pull/32292,merged,2025-04-17T10:55:40Z,2025-05-22T11:05:25Z,2025-05-22T11:05:26Z,Backport,,22,137,320,22,1,35,hebasto;willcl-ark,32184;32187;32248;32286;32312;32336;32353;32356;32389;32437;32454;32469;32483;32553,Backports multiple pull requests and fixes to the 29.x maintenance branch.,"This appears to be routine maintenance that likely brings important bug fixes and improvements to users running the 29.x version, helping maintain stability and security for that release branch.",other,bugfix
32299,[28.x] Backports,https://github.com/bitcoin/bitcoin/pull/32299,merged,2025-04-17T14:27:08Z,2025-05-13T13:02:36Z,2025-05-13T13:02:36Z,Backport;CI failed,,6,56,25,11,0,25,willcl-ark,32070;32187;32286;32336,Backports several pull requests to the 28.x maintenance branch.,"This likely provides important fixes and improvements to users still running the 28.x version, which may help maintain security and stability for that older but still supported release.",other,bugfix
32403,test: remove Boost SIGCHLD workaround.,https://github.com/bitcoin/bitcoin/pull/32403,merged,2025-05-02T10:03:54Z,2025-05-02T21:10:50Z,2025-05-02T21:10:50Z,Tests,Tests,1,0,8,1,0,0,hebasto;laanwj;mabu44,,Removes an outdated workaround for Boost library SIGCHLD signal handling in tests. The workaround is no longer needed since the related code was removed from the Boost library itself.,This likely helps maintain code cleanliness and may reduce technical debt by removing obsolete code that could potentially cause confusion or conflicts with newer versions of dependencies.,tests,cleanup
32405,build: replace header checks with `__has_include`,https://github.com/bitcoin/bitcoin/pull/32405,merged,2025-05-02T15:31:21Z,2025-05-05T14:19:43Z,2025-05-05T14:19:43Z,Build system,Build system,1,4,24,4,0,2,TheCharlatan;hebasto;shahsb,,Replaces CMake header file existence checks with the modern C++17 `__has_include` preprocessor feature. This modernizes the build system to use standard library functionality instead of build-time checks.,"This appears to streamline the build process and may improve build reliability by using standardized C++17 features, potentially reducing build system complexity and improving portability across different environments.",build,refactor
32437,crypto: disable ASan for sha256_sse4 with Clang,https://github.com/bitcoin/bitcoin/pull/32437,merged,2025-05-07T10:54:28Z,2025-05-08T08:08:47Z,2025-05-08T08:08:47Z,Utils/log/libs,Utils/log/libs,1,6,2,1,0,0,hebasto;laanwj,31913,Disables AddressSanitizer (ASan) for the SHA256 SSE4 cryptographic functions when using Clang compiler. This fixes compilation issues that occur when optimizations are enabled.,"This likely ensures that Bitcoin Core can be built successfully with AddressSanitizer enabled for debugging purposes, which may help developers catch memory-related bugs in other parts of the codebase while working around a specific compiler issue.",utils,bugfix
32439,guix: accomodate migration to codeberg,https://github.com/bitcoin/bitcoin/pull/32439,merged,2025-05-07T16:24:28Z,2025-05-27T17:09:14Z,2025-05-27T17:09:14Z,Build system,Build system,1,5,5,2,7,20,hebasto;maflcko,,Updates the Guix build system configuration to accommodate the migration of the Guix project from its previous hosting platform to Codeberg.,"This appears to be necessary for maintaining the deterministic build system that Bitcoin Core relies on, likely ensuring that developers can continue to create reproducible builds as the upstream Guix project changes infrastructure.",build,bugfix
32444,"doc: swap ""Docker image"" for ""container image""",https://github.com/bitcoin/bitcoin/pull/32444,merged,2025-05-08T09:20:59Z,2025-05-08T12:50:28Z,2025-05-08T12:50:28Z,Docs,Docs,1,5,5,1,0,0,hebasto;laanwj,,"Updates documentation to use the more generic term ""container image"" instead of ""Docker image"" throughout the codebase.","This likely improves documentation accuracy and inclusivity by acknowledging that users may use alternative container runtimes like Podman, potentially making the project more accessible to developers with different tooling preferences.",docs,docs
32445,build: let CMake determine the year,https://github.com/bitcoin/bitcoin/pull/32445,closed,2025-05-08T09:25:44Z,,2025-05-09T11:14:09Z,Build system,Build system,1,1,1,1,4,1,hebasto;laanwj;ryanofsky;w0xlt,,Updates the build system to automatically determine the current year using CMake instead of requiring manual updates.,"This change likely reduces maintenance burden by eliminating the need to manually update year references in the codebase, and may improve build reproducibility by respecting the SOURCE_DATE_EPOCH environment variable for deterministic builds.",build,cleanup
32446,build: simplify *ifaddr handling,https://github.com/bitcoin/bitcoin/pull/32446,merged,2025-05-08T09:59:58Z,2025-05-10T14:50:06Z,2025-05-10T14:50:06Z,Build system,Build system,1,12,21,7,3,2,TheCharlatan;hebasto,,Simplifies network interface address handling in the build system by removing redundant header checks and consolidating defines.,"This appears to streamline the build configuration by removing unnecessary complexity around network interface detection, which may make the build process more reliable and easier to maintain across different platforms.",build,refactor
32448,contrib: remove bdb exception from FORTIFY check,https://github.com/bitcoin/bitcoin/pull/32448,merged,2025-05-08T13:41:00Z,2025-05-08T18:06:50Z,2025-05-08T18:06:50Z,Scripts and tools,,1,1,2,1,0,0,laanwj;pablomartin4btc;theuni,28710,Removes Berkeley DB-related exceptions from security fortification checks since BDB support was previously removed.,"This cleanup likely ensures that security hardening checks are properly applied now that BDB dependencies are gone, potentially improving the overall security posture of Bitcoin Core binaries.",build,cleanup
32450,randomenv: remove some `/proc/` accesses,https://github.com/bitcoin/bitcoin/pull/32450,closed,2025-05-08T17:20:57Z,,2025-10-21T14:32:07Z,Utils/log/libs,Utils/log/libs,1,0,12,1,0,165,,,Removes certain /proc/ filesystem accesses from the random environment data collection to reduce log spam in containerized environments.,"This change may improve user experience in snap packages and similar containerized deployments by eliminating noisy error messages, while likely having minimal impact on entropy collection since it's described as best-effort.",utils,bugfix
32458,guix: move `*-check.py` scripts under contrib/guix/,https://github.com/bitcoin/bitcoin/pull/32458,merged,2025-05-09T12:54:01Z,2025-05-12T18:49:22Z,2025-05-12T18:49:22Z,Build system,Build system,1,9,34,5,0,3,TheCharlatan;hebasto;laanwj,,Relocates binary verification scripts to a more specific directory under contrib/guix/ to clarify their intended usage.,"This organizational change likely helps prevent misuse of release-specific verification tools by general developers, which may reduce confusion and support requests related to these specialized scripts.",build,refactor
32460,fs: remove `_POSIX_C_SOURCE` defining,https://github.com/bitcoin/bitcoin/pull/32460,merged,2025-05-09T15:01:58Z,2025-05-30T09:21:06Z,2025-05-30T09:21:06Z,Utils/log/libs,Utils/log/libs,1,0,18,2,1,20,hebasto;laanwj,,"Removes the manual definition of `_POSIX_C_SOURCE` macro, allowing it to default to a more recent value (200809L) on modern Linux systems.","This change likely helps ensure Bitcoin Core uses more modern POSIX standards by default, which may improve compatibility with newer system libraries and could potentially reduce maintenance burden from manually managing older standard definitions.",build,cleanup
32479,[27.x] Backports,https://github.com/bitcoin/bitcoin/pull/32479,merged,2025-05-13T13:31:40Z,2025-06-09T12:52:21Z,2025-06-09T12:52:21Z,Backport;CI failed,,9,67,32,15,0,26,willcl-ark,32070;32187;32286;32439;32568,Backports multiple previous pull requests to the 27.x release branch for inclusion in a maintenance release.,"This appears to be standard maintenance work to bring important fixes and improvements to the stable 27.x branch, likely helping users on that version receive critical updates without upgrading to newer major versions.",other,bugfix
32480,[28.x] 28.2rc1,https://github.com/bitcoin/bitcoin/pull/32480,merged,2025-05-13T13:44:35Z,2025-05-16T17:09:56Z,2025-05-16T17:09:56Z,Backport;CI failed,,3,28,28,8,0,3,willcl-ark,,Prepares the final changes needed for the 28.2rc1 release candidate on the 28.x branch.,"This likely represents routine release management to ensure the 28.2 release candidate is properly prepared, which may help maintain Bitcoin Core's regular release schedule and provide users with tested updates.",other,docs
32482,build: add `-W*-whitespace`,https://github.com/bitcoin/bitcoin/pull/32482,merged,2025-05-13T15:13:05Z,2025-11-12T10:53:52Z,2025-11-12T10:53:52Z,Build system,Build system,8,626,615,6,8,182,hebasto;l0rinc,33822,"Adds GCC compiler flags to detect and fail compilation on leading and trailing whitespace issues, while fixing existing whitespace problems in the codebase.","This change likely helps maintain consistent code formatting standards and may reduce development overhead by catching whitespace issues at compile time rather than during code review, potentially improving the efficiency of the development process.",build,cleanup
32484,[28.x] build: suppress `-Wunterminated-string-initialization` in secp256k1,https://github.com/bitcoin/bitcoin/pull/32484,closed,2025-05-13T16:18:38Z,,2025-06-17T15:43:45Z,Backport;CI failed,,1,3,0,1,0,34,hebasto,,Suppresses specific compiler warnings about unterminated string initialization in the secp256k1 library when using GCC 15.,"This appears to be a compatibility fix to ensure Bitcoin Core compiles cleanly with newer GCC versions, which may be important for maintaining buildability across different development environments and preventing false positive warnings that could mask real issues.",build,bugfix
32485,Update minisketch subtree,https://github.com/bitcoin/bitcoin/pull/32485,merged,2025-05-13T17:10:00Z,2025-05-16T09:04:24Z,2025-05-16T09:04:24Z,,,2,4,4,1,0,2,willcl-ark,32482,Updates the minisketch subtree to incorporate recent changes from the upstream minisketch repository. This appears to be a routine maintenance update to keep the subtree synchronized.,"This likely helps maintain Bitcoin Core's compact block relay functionality by ensuring the minisketch library used for set reconciliation stays up-to-date with bug fixes and improvements, which may enhance network efficiency.",other,cleanup
32491,build: document why we check for `std::system`,https://github.com/bitcoin/bitcoin/pull/32491,merged,2025-05-14T08:53:44Z,2025-05-16T10:47:01Z,2025-05-16T10:47:01Z,Build system,Build system,1,2,0,1,0,2,,,Adds documentation explaining why Bitcoin Core's build system checks for the std::system standard library function. This clarifies that the check exists because std::system is not available on certain platforms like iOS.,"This documentation likely helps developers understand build system requirements and platform compatibility constraints, which may assist in maintaining cross-platform support and debugging build issues.",build,docs
32492,test: add skip_if_running_under_valgrind(),https://github.com/bitcoin/bitcoin/pull/32492,merged,2025-05-14T09:58:24Z,2025-05-15T09:17:54Z,2025-05-15T09:17:54Z,Tests,Tests,1,10,0,6,0,0,willcl-ark,32374,Introduces a skip_if_running_under_valgrind() function for tests and enables it in USDT (User Statically Defined Tracing) tests. This prevents test failures when running under Valgrind due to SIGTRAP signal conflicts.,"This likely improves the developer experience by allowing tests to run cleanly under Valgrind memory debugging tools, which may help maintain code quality and make it easier to catch memory-related bugs.",tests,test
32496,depends: drop `ltcg` for Windows Qt,https://github.com/bitcoin/bitcoin/pull/32496,merged,2025-05-14T11:45:50Z,2025-06-05T08:54:13Z,2025-06-05T08:54:14Z,Build system,Build system,1,0,3,1,0,21,,30997,Removes the Link Time Code Generation (LTCG) configuration for Windows Qt builds in the depends system. This change acknowledges that cross-compilation doesn't support Link Time Optimization.,"This likely simplifies the build process and removes unnecessary configuration that wasn't working properly, which may improve build reliability and reduce compilation errors for Windows builds.",build,cleanup
32498,doc: remove Carls substitute server from Guix docs,https://github.com/bitcoin/bitcoin/pull/32498,merged,2025-05-14T14:10:12Z,2025-05-15T08:39:47Z,2025-05-15T08:39:47Z,Docs,Docs,1,5,11,1,0,0,hebasto,,Removes a reference to Carl's substitute server from the Guix documentation because the server no longer exists. Updates the documentation to reference other available Guix servers instead.,"This likely helps developers successfully follow the Guix build instructions by removing outdated server references, which may prevent build failures and confusion when setting up reproducible builds.",docs,docs
32500,init: drop `-upnp`,https://github.com/bitcoin/bitcoin/pull/32500,merged,2025-05-14T15:05:59Z,2025-05-16T08:31:50Z,2025-05-16T08:31:50Z,,,1,3,28,2,0,1,darosior,,Removes the deprecated `-upnp` command line option that was scheduled for removal in version 30.0.,"This likely helps streamline the codebase by removing deprecated functionality, which may reduce maintenance burden and potential confusion for users who might use outdated configuration options.",utils,cleanup
32534,Update leveldb subtree to latest upstream,https://github.com/bitcoin/bitcoin/pull/32534,merged,2025-05-16T15:15:19Z,2025-05-17T08:42:17Z,2025-05-17T08:42:17Z,,,3,13,16,5,0,0,hebasto,,Updates the embedded LevelDB database library to the latest upstream version and removes related compiler warning suppressions.,"This appears to improve Bitcoin Core's database performance and security by incorporating upstream bug fixes and optimizations, while also cleaning up build warnings that may have been addressed in the newer version.",build,feature
32562,doc: remove // for ... comments,https://github.com/bitcoin/bitcoin/pull/32562,merged,2025-05-19T11:41:54Z,2025-05-20T08:28:51Z,2025-05-20T08:28:51Z,Docs,Docs,3,117,92,28,4,0,Sjors;stickies-v;willcl-ark,,Removes outdated 'for loop' comments from the codebase that were providing little value and contained incorrect information.,"This likely improves code maintainability by removing misleading documentation that could confuse developers, and may help reduce noise in code diffs when files are modified.",docs,cleanup
32563,[28.x] Backport #31407,https://github.com/bitcoin/bitcoin/pull/32563,merged,2025-05-19T12:46:23Z,2025-06-05T13:36:25Z,2025-06-05T13:36:25Z,Backport;CI failed,,11,144,75,7,3,17,pinheadmz,31407;32003,Backports changes from PR #31407 and #32003 to the 28.x release branch.,"This appears to bring important fixes or improvements to the stable 28.x branch, likely helping users on that version benefit from bug fixes or security improvements without upgrading to a newer major version.",other,bugfix
32568,"depends: use ""mkdir -p"" when installing xproto",https://github.com/bitcoin/bitcoin/pull/32568,merged,2025-05-20T11:27:14Z,2025-06-03T19:21:24Z,2025-06-03T19:21:24Z,Build system,Build system,1,3,1,1,2,14,hebasto;janb84;willcl-ark,32494,Forces the use of 'mkdir -p' when installing xproto dependency to fix build issues on Alpine Linux systems.,"This likely improves Bitcoin Core's buildability across different operating systems, particularly Alpine Linux, which may help expand the range of environments where Bitcoin Core can be compiled and deployed.",build,bugfix
32584,depends: hard-code necessary c(xx)flags rather than setting them per-host,https://github.com/bitcoin/bitcoin/pull/32584,merged,2025-05-22T09:33:12Z,2025-07-30T20:56:27Z,2025-07-30T20:56:27Z,Build system,Build system,1,16,14,7,0,69,ryanofsky;theuni,31920,Refactors the build system to hard-code necessary compiler flags instead of setting them per-host platform. This removes duplication and ensures critical flags like C++ standard options are always applied regardless of environment variables.,This change likely improves build reliability and consistency across different platforms by ensuring that essential compiler flags are always applied. This may help prevent subtle build issues that could arise when environment variables override necessary compilation settings.,build,refactor
32589,[29.x] More backports,https://github.com/bitcoin/bitcoin/pull/32589,merged,2025-05-22T13:57:32Z,2025-06-25T10:03:10Z,2025-06-25T10:03:10Z,Backport,,22,175,42,31,4,33,glozow;instagibbs;theuni;willcl-ark,31757;32333;32439;32551;32568;32607;32630;32678;32679;32690;32693;32696;32708;32711;32719;32760;32765;32771;32776;32777;32625,A comprehensive backport pull request that brings multiple fixes and improvements from the main branch to the 29.x release branch. This includes 18 different previously merged pull requests.,Backporting fixes to stable release branches likely helps maintain the security and stability of older Bitcoin Core versions that users may still be running. This appears to be routine maintenance that may help ensure critical fixes reach production deployments.,other,bugfix
